size,id,geo/0,geo/1,url,boost,title,country
4,ayEFkuAo,-77.38323,44.162758,/visit/belleville/ayEFkuAo,false,Belleville,Canada
1,b8UxkMAj,19.66506,46.100548,/visit/subotica/b8UxkMAj,false,Subotica,Serbia
4,oDGnoqll,-89.65015,39.781723,/visit/springfield-il/oDGnoqll,false,Springfield IL,United States
6,otpOojR3,-87.377045,44.834164,/visit/sturgeon-bay-wi/otpOojR3,false,Sturgeon Bay WI,United States
7,9i5gVZ72,-101.194984,19.70595,/visit/morelia/9i5gVZ72,false,Morelia,Mexico
1,z0cGMhqm,-73.11472,5.77977,/visit/paipa/z0cGMhqm,false,Paipa,Colombia
2,wktlFYmv,-87.7392,39.00532,/visit/robinson-il/wktlFYmv,false,Robinson IL,United States
1,7TPhdB9R,2.170646,43.953033,/visit/lescure-d-albigeois/7TPhdB9R,false,Lescure-d'Albigeois,France
1,MGD8D203,5.053728,43.40481,/visit/martigues/MGD8D203,false,Martigues,France
1,7WFed7bu,103.49306,14.883333,/visit/surin/7WFed7bu,false,Surin,Thailand
5,I3CM2n1b,-81.63262,38.34982,/visit/charleston-wv/I3CM2n1b,false,Charleston WV,United States
1,Ah5H9VVF,-60.982914,-32.233383,/visit/barrancas/Ah5H9VVF,false,Barrancas,Argentina
